Fid,track_name,size_bytes,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,Development_Duration,Label
172.217.10.72-10.42.0.211-443-47966-6,Talking Angela for iPad,76846080,32763,191,3.5,3.5,2.7,4+,Entertainment,24,5,13,1,126,1
10.42.0.211-23.206.125.17-34435-80-6,Earn to Die,56385536,6977,893,4.5,4.5,1.0.17,12+,Games,43,0,1,1,205,0
10.42.0.151-10.42.0.1-36720-53-17,Earn to Die HD,49803264,2028,489,4.5,5,1.0.17,12+,Games,26,4,1,1,96,0
10.42.0.211-10.42.0.1-46499-53-17,Baby Rattle with Child Lock,22364160,441,402,4.5,4.5,1.5.3,4+,Games,40,5,14,1,339,1
172.217.10.14-10.42.0.151-443-43597-6,Clue Solver - for Clue or Cluedo board games,77971456,185,1,1.5,3,1.2,4+,Games,37,1,1,1,106,1
172.217.10.40-10.42.0.211-443-51176-6,ESPN Fantasy Football Baseball Basketball Hockey,25164800,64925,1543,4,3.5,3.2.0,4+,Sports,37,5,1,1,110,0
10.42.0.211-98.139.199.205-60246-443-6,TransParent Compass,35382272,0,0,0,0,4.1.1,4+,Utilities,37,4,2,1,57,1
10.42.0.211-52.192.237.93-37008-443-6,去哪儿攻略—查游记旅游攻略，订机票酒店,57138176,25,1,4,5,4.9.1,4+,Travel,37,0,1,1,53,1
140.205.140.87-10.42.0.211-80-60932-6,Draw a Stickman: EPIC,72376320,413,42,4.5,4.5,1.4.4,9+,Games,38,0,1,1,96,0
221.228.208.97-10.42.0.211-80-41093-6,Year Walk,213773594,1951,1333,4.5,4.5,1.1,12+,Games,43,5,1,1,772,1
10.42.0.211-10.42.0.1-53081-53-17,Angry Birds Friends,190382080,23655,376,4,4.5,3.4.0,4+,Games,37,5,1,1,64,1
10.42.0.211-23.203.49.224-57780-443-6,Kirkland's Spin to Win,9965568,177,10,3,3,1.1.4,4+,Shopping,38,0,1,1,96,0
172.217.9.234-10.42.0.151-443-54218-6,Real Racing 3,874184704,164483,171,4.5,4.5,5.3.0,4+,Games,38,5,12,1,5327,0
172.217.10.110-10.42.0.151-443-35574-6,Pacific Fleet,92250112,806,461,4,4.5,2.1,12+,Games,43,5,1,1,433,1
151.101.1.140-10.42.0.211-443-38148-6,Toca Tailor,57734144,4059,28,4.5,4,1.0.7,4+,Education,40,5,19,1,429,0
10.42.0.151-66.231.239.96-36236-443-6,"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",57836544,5611,1549,5,5,4.1.1,4+,Business,38,4,9,1,96,0
172.217.11.14-10.42.0.42-443-44722-6,Draw a Stickman: EPIC HD,113565696,895,164,4.5,4.5,1.4.4,9+,Games,24,5,1,1,96,1
217.69.136.176-10.42.0.151-443-35999-6,TNNS,42757772,65,17,4.5,5,1.2,4+,Games,43,5,1,1,281,1
172.217.10.142-10.42.0.42-443-32936-6,MetaMoJi Note - note taking and PDF annotation app,103659520,493,2,4,4.5,3.9.3,4+,Productivity,38,5,13,1,192,0
10.42.0.211-10.42.0.1-26031-53-17,HelloTalk Language Exchange Learning App,167054336,1619,50,4,4.5,2.3.4,4+,Education,38,4,20,1,96,0
216.58.219.228-10.42.0.151-443-60961-6,Angry Birds Star Wars,177338368,34138,7,4.5,3.5,1.5.11,4+,Games,37,0,1,1,1215,1
169.45.223.16-10.42.0.151-80-60904-6,Angry Birds Star Wars HD,212249600,22674,10,4.5,4.5,1.5.11,4+,Games,24,5,1,1,96,1
10.42.0.211-54.192.36.47-51816-80-6,Shpock Boot Sale & Classifieds App. Buy & Sell,82904064,212,1,4,5,3.12.2,12+,Shopping,37,5,6,1,192,1
203.205.158.60-10.42.0.211-80-47615-6,Total - Free browser with file manager and cloud storage support,75883520,4231,288,4.5,4,2.6.4,17+,Entertainment,38,3,7,1,159,1
172.217.10.34-10.42.0.211-443-50084-6,"Network Analyzer - wifi scanner, speed test, tools",12513280,2840,258,4.5,5,7.2,4+,Utilities,37,5,1,1,132412,0
10.42.0.1-10.42.0.42-53-31900-17,"Inkly: Greeting Cards, Postcards, Flowers & Gifts",139865088,1034,859,4.5,5,7.5.1,9+,Shopping,37,5,21,1,72,0
10.42.0.42-23.217.155.120-47543-80-6,Dashy Crashy,166305792,3979,374,4.5,4.5,2.0.1,4+,Games,37,5,12,1,124,0
10.42.0.42-23.206.125.17-39538-80-6,CUBE SNAP,85362688,1133,142,4.5,4.5,3.14,4+,Games,37,5,1,1,70,0
10.42.0.211-104.208.156.39-49583-443-6,File Manager Pro App,14442496,2154,27,4.5,4,2.5,17+,Business,37,1,2,1,96,1
172.217.9.238-10.42.0.211-443-58648-6,Modern Combat 4: Zero Hour,2169602048,12916,1213,4,4,1.2.1,17+,Games,39,5,13,1,919,1
139.194.89.12-10.42.0.211-32361-60774-17,InsTrack for Instagram - Analytics Plus More,14225408,85535,1897,4.5,4.5,2.3.4,4+,Social Networking,37,5,31,1,192,1
10.42.0.151-10.42.0.1-64288-53-17,Weblock - AdBlock for apps and websites,37883904,1880,118,3.5,3.5,4.4.1,4+,Utilities,37,5,7,1,106,0
10.42.0.211-52.84.26.207-32870-80-6,"Ibotta: Cash Back App, Grocery Coupons & Shopping",192774144,44313,0,4.5,0,5.0.3,12+,Shopping,37,0,1,1,460,0
163.177.151.166-10.42.0.151-443-33641-6,Lumps of Clay,90752000,0,0,0,0,3,4+,Games,37,4,1,1,57,0
172.217.11.35-10.42.0.42-443-35253-6,直播吧(官方版)-体育从这里开始,63309824,13,0,5,0,4.5.4,12+,Sports,38,4,1,1,44,0
10.42.0.211-10.42.0.1-13970-53-17,Mini Golf Stars! Retro Golf Game,224983040,9411,165,4.5,4.5,5.72,17+,Games,37,5,9,1,424,1
192.229.163.180-10.42.0.42-443-58662-6,"Concepts - Sketch, Design, Illustrate",130532352,3101,61,4.5,4.5,4.5.1,4+,Productivity,37,5,12,1,2916,1
172.217.6.202-10.42.0.42-443-57418-6,Lili™,797827072,2701,825,4,4,1.3,12+,Games,39,5,1,1,0,1
182.22.67.69-10.42.0.42-443-40050-6,Capture - Control Your GoPro Camera - Share Video,94800896,6542,145,3,1.5,3.3.2,12+,Photo & Video,37,4,10,1,1550,0
10.42.0.151-64.71.142.124-36276-80-6,Clumsy Ninja,255400960,123032,608,4.5,4.5,1.29.0,4+,Games,40,5,5,1,57,0
198.11.190.8-10.42.0.151-443-44072-6,Agricola,349272064,1107,27,4,4.5,1.2.3,12+,Games,40,5,7,1,2432,0
172.217.6.196-10.42.0.211-443-52656-6,T-Mobile,65560576,19977,828,4,4.5,2.9.5,4+,Productivity,37,3,1,1,1007,1
10.42.0.1-10.42.0.42-53-37682-17,Peatix -Discover events & communities in your city,84125696,10,0,3,0,2.10.0,4+,Entertainment,37,0,2,1,96,1
140.205.164.47-10.42.0.151-443-40837-6,Dragon City Mobile,123612160,277268,223,4.5,4.5,4.11,4+,Games,38,5,12,1,3927,0
173.194.204.102-10.42.0.151-443-50495-6,高德地图HD,36229120,26,13,3.5,3,2.0.0,4+,Navigation,26,5,1,1,91,1
180.149.136.194-10.42.0.211-80-36115-6,ライブチャット、ビデオチャット通話が楽しめる！ ライブでゴーゴー,32168960,0,0,0,0,4.9,17+,Social Networking,40,4,16,1,192,1
172.217.10.14-10.42.0.151-443-47654-17,Devil's Attorney,321376256,1474,125,4.5,4.5,1.0.4,12+,Games,38,5,1,0,192,1
198.105.244.11-10.42.0.151-80-41261-6,Vector for iPhone,137792512,4432,61,4.5,4.5,1.2.0,9+,Games,40,0,1,1,55,0
10.42.0.211-74.119.118.71-48377-443-6,NFL HUDDLE: Football Card Trader,228352000,2896,17,4,3,6.5.14,12+,Sports,37,5,1,1,96,1
10.42.0.1-10.42.0.42-53-32174-17,GeniusMovieWords,47728640,0,0,0,0,2.1.0,4+,Education,37,5,1,1,96,0
10.42.0.151-54.69.215.78-36195-443-6,UBiO,26939392,8,0,4.5,0,3.0.3,4+,Music,37,5,2,1,80,0
172.217.9.238-10.42.0.42-443-60602-6,Minecraft: Skin Studio,46211072,4006,60,4,4.5,4.8.0,4+,Games,37,5,11,1,83,1
203.205.158.62-10.42.0.211-80-33407-6,Bloons TD 5,113020928,42078,141,4.5,4.5,3.8.3,9+,Games,40,0,15,1,96,1
172.217.7.227-10.42.0.211-443-45832-6,minne - shopping handmade item,80129024,8,0,5,0,7.11.0,4+,Shopping,37,0,2,1,899,1
10.42.0.211-10.42.0.1-31940-53-17,MarineTraffic - Ship Tracking,45089792,1782,114,4.5,4.5,3.6.2,4+,Travel,40,5,1,1,189,1
183.3.235.80-10.42.0.211-80-35543-6,Stone Age: The Board Game,137375744,850,448,4.5,4.5,2.1,4+,Games,43,5,2,1,192,0
10.42.0.211-52.84.134.157-46430-443-6,Hill Climb Racing,108322816,108183,186,4.5,4.5,1.33.0,9+,Games,37,5,1,1,313,0
10.42.0.211-69.147.82.61-53367-443-6,51信用卡管家,68952064,47,0,4,0,9.4.1,4+,Finance,38,4,2,1,80,1
10.42.0.42-47.89.69.218-56726-443-6,51信用卡管家Pro,68952064,23,0,3.5,0,9.4.1,4+,Finance,38,4,2,1,96,0
239.255.255.250-10.42.0.1-1900-34732-17,铁路12306,28961792,177,0,2,0,2.8,4+,Travel,38,0,1,1,658,0
10.42.0.42-123.125.115.164-53636-443-6,Urlaubspiraten,22560768,188,0,5,0,2.0.19,4+,Travel,38,5,1,1,1586,0
172.217.10.42-10.42.0.151-443-52497-6,Backflip Madness,17436862,11687,11687,4.5,4.5,1.1.3,9+,Games,43,5,1,1,249,1
10.42.0.211-10.42.0.1-49657-53-17,Fit Brains Trainer,188902400,46363,213,4.5,4.5,5.1.10,4+,Education,37,5,9,1,26125,0
10.42.0.211-104.244.43.163-39538-443-6,Ticket Scanner for Powerball & MegaMillions Pool,84973568,581,0,3.5,0,5.7.6,12+,News,38,0,1,1,0,0
10.42.0.42-66.198.24.225-37333-443-6,百度HD-极速安全浏览器,167631872,1033,8,4,3.5,5.4.0,17+,Utilities,24,5,2,1,682,0
162.208.20.184-10.42.0.42-443-35800-6,Good homes style-pro,6373376,0,0,0,0,1.11,4+,Lifestyle,43,0,3,1,72,0
10.42.0.211-66.231.239.122-45568-80-6,Monkey Word School Adventure,296433664,191,1,4,5,1.12,4+,Education,38,5,1,1,159,0
10.42.0.151-23.66.240.213-55026-80-6,Bloons TD 5 HD,217499648,28341,184,4.5,5,3.8.3,9+,Games,24,5,15,1,1663,0
172.217.10.106-10.42.0.151-443-55558-6,Followers + for Instagram - Follower Analytics,17986560,28633,402,4,3.5,2.1.1,12+,Social Networking,38,5,29,1,894,0
172.217.10.10-10.42.0.151-443-59614-6,Colin McRae Rally,822431744,504,171,3.5,4,1.11.4,4+,Games,40,5,1,1,172,1
172.217.11.10-10.42.0.211-443-44521-6,Mutant Fridge Mayhem - Gumball,93663232,3090,869,4.5,4.5,4.1.1,9+,Games,43,5,1,1,80,1
10.42.0.151-10.42.0.1-55952-53-17,KATWARN,5424128,0,0,0,0,2.1.1,4+,News,40,0,2,1,442,0
172.217.10.46-10.42.0.151-443-54695-6,iUniform ASU - Builds Your Army Service Uniform,37122048,132,31,3.5,3,1.13,4+,Utilities,40,0,2,1,1069,1
10.42.0.211-10.42.0.1-46049-53-17,We Maps,38597632,35,8,4.5,5,8.4.2,4+,Travel,37,5,15,1,96,1
174.35.73.174-10.42.0.211-80-35224-6,Rainy Mood - Rain Sounds for Sleep & Study,91877376,333,140,4.5,4.5,2.2,4+,Health & Fitness,37,4,1,1,3941,1
172.217.9.238-10.42.0.151-443-36156-6,淘票票 - 原淘宝电影，选座购票必备,98619392,29,0,3.5,0,6.8.2,12+,Entertainment,38,5,2,1,249,0
10.42.0.211-52.85.90.101-34845-443-6,e-Sword HD: Bible Study Made Easy,20587520,7309,136,5,5,6,4+,Reference,24,5,3,1,0,0
209.10.120.26-10.42.0.211-80-43355-6,Vampify - Turn yourself into a Vampire,102176768,278,0,4.5,0,2.1.9,9+,Entertainment,37,5,13,1,106,0
10.42.0.211-104.192.110.245-33433-80-6,French Tarot,41298944,33,1,4.5,5,3.4.0,4+,Games,38,5,2,1,260,1
10.42.0.42-64.71.142.95-50107-80-6,Bubble Guppies: Animal School Day HD,826970112,1207,264,3.5,3.5,1.4,4+,Education,26,5,1,1,55,0
172.217.10.142-10.42.0.151-443-41476-6,Bubble Guppies: Animal School Day,829255680,130,22,4,3.5,1.2,4+,Education,40,0,1,1,500,0
10.42.0.211-10.42.0.1-63073-53-17,Mickey Mouse Clubhouse: Mickey's Wildlife Count Along,971752448,743,22,3.5,3.5,1.6.82,4+,Entertainment,40,5,3,1,186,0
10.42.0.211-10.42.0.1-31963-53-17,MY EE,23851008,43,0,2.5,0,4.4.0,4+,Utilities,37,5,1,1,249,1
10.42.0.151-52.84.26.74-45336-443-6,Sonic Jump™,104692736,8661,117,4.5,4,2.0.2,4+,Games,43,5,10,1,106,0
10.42.0.211-23.206.125.17-38453-80-6,Yoga Studio,162386944,28439,1067,5,5,3.4,4+,Health & Fitness,37,5,1,1,422,0
10.42.0.42-52.216.80.202-51061-80-6,"sugar, sugar",25718784,139,23,4.5,5,2,4+,Games,40,4,16,1,96,0
172.217.12.206-10.42.0.151-443-40248-6,Watch NFL Network,73063424,1110,30,2,2,2.3,4+,Sports,38,3,25,1,118,0
10.42.0.211-10.42.0.1-3471-53-17,SySight,1209344,0,0,0,0,4.3.5,4+,Utilities,37,3,2,1,70,1
172.217.10.138-10.42.0.42-443-57402-6,Frax - The First Realtime Immersive Fractals,99244032,245,22,4.5,4.5,1.4.2,4+,Entertainment,37,0,8,1,362,1
182.22.67.73-10.42.0.42-443-43979-6,ReindeerCam,47512576,3379,776,4.5,5,2,4+,Entertainment,37,3,1,1,96,1
172.217.10.141-10.42.0.151-443-46888-17,Timehop,67424256,49510,90,3.5,2,4.0.12,4+,Social Networking,37,0,1,1,120,0
10.42.0.211-10.42.0.1-43652-53-17,Pudding Monsters,35096576,10703,0,4.5,0,1.3.0,4+,Games,40,0,11,1,80,0
182.22.25.124-10.42.0.211-443-54058-6,Toca Hair Salon 2,99796992,23349,308,4.5,4,1.1.5,4+,Education,40,5,18,1,57,1
192.229.173.173-10.42.0.211-80-42803-6,"Duolingo - Learn Spanish, French and more",89782272,162701,1881,4.5,4.5,5.1.0,4+,Education,37,5,24,1,72,0
220.243.219.55-10.42.0.211-80-54836-6,Printicular Print Photos - 1 Hour Pickup,54000640,3909,53,5,5,2.22.0,4+,Photo & Video,37,5,22,1,53,1
203.205.158.35-10.42.0.211-80-36556-6,楽天カード,81673216,11,0,5,0,5.15.3,17+,Finance,37,5,1,1,566,1
172.217.10.110-10.42.0.211-443-53493-6,"Runtastic Push Ups PRO: Workouts, Trainer, Counter",45799424,3434,58,5,5,2.4.1,4+,Health & Fitness,37,5,15,1,73,0
157.240.2.25-10.42.0.211-443-40060-6,"Runtastic Squats PRO – Workouts, Trainer & Counter",45754368,1186,23,5,4.5,2.4.1,4+,Health & Fitness,37,5,15,1,61,1
10.42.0.211-10.42.0.1-63308-53-17,LEGO Batman: DC Super Heroes,1139261440,7717,1748,4,4,1.7,9+,Games,43,5,1,1,62,0
10.42.0.1-10.42.0.42-53-17412-17,Repost for Instagram,46076928,15185,407,4.5,5,3.2.5,12+,Social Networking,37,0,1,1,96,1
10.42.0.211-10.42.0.1-39076-53-17,Daily Celebrity Crossword,94110720,181384,1766,4,4.5,4.12.23,4+,Games,37,5,1,1,361,1
10.42.0.211-10.42.0.1-1183-53-17,腾讯体育-NBA全网独播,89204736,29,0,3.5,0,5.0.4,17+,Sports,37,0,1,1,96,0
10.42.0.42-119.146.74.32-33837-443-6,Global Shark Tracker,36946944,336,8,3,3.5,1.7,4+,Education,37,1,1,1,418,1
10.42.0.211-10.42.0.1-57254-53-17,FOX NOW - Watch Full Episodes and Stream Live TV,56974336,39391,1724,4.5,4.5,2.16.6,4+,Entertainment,37,4,1,1,64,0
10.42.0.211-10.42.0.1-64846-53-17,Mutant Mudds,37110784,819,49,4,4,1.0.7,9+,Games,43,5,1,1,96,0
202.77.129.146-10.42.0.42-80-39938-6,"All-in Fitness: 1200 Exercises, Workouts, Calorie Counter, BMI calculator by Sport.com",96468992,965,15,4.5,2,1.9.1,12+,Health & Fitness,38,0,6,1,40,0
10.42.0.211-23.206.125.17-34852-80-6,Gangstar Vegas,2088777728,46705,1118,4.5,4.5,3.1.0,17+,Games,38,5,13,1,61,1
192.229.173.173-10.42.0.151-443-52507-6,Slender Rising,228978688,5214,76,4.5,4.5,1.7,12+,Games,40,4,1,1,176,0
172.217.10.46-10.42.0.151-443-47697-6,365Scores,129219584,9879,192,4.5,5,4.4.9,4+,Sports,37,5,32,1,2070,1
216.58.212.131-10.42.0.151-443-48952-6,Temple Run 2,158025728,295211,91,4.5,4,1.37,9+,Games,38,5,1,1,63,1
10.42.0.42-115.239.210.141-54882-443-6,Partia,38211584,209,103,4.5,4,1.0.3,9+,Games,43,4,1,1,73,0
172.217.3.98-10.42.0.211-443-34372-6,Beat the Boss 2,205271040,117338,22708,4.5,4.5,2.8.0,12+,Games,43,5,15,1,96,1
216.58.219.234-10.42.0.42-443-47241-6,Afterlight,76231680,14057,79,4.5,4.5,3.2,4+,Photo & Video,37,5,1,1,96,0
172.217.12.163-10.42.0.42-443-42859-17,キクタンTOEIC(R) Test Score 600 ～聞いて覚える英単語～(アルク),120057856,0,0,0,0,1.0.55,4+,Education,38,0,1,1,192,0
172.217.10.33-10.42.0.211-443-34445-6,Warhammer Quest,936792064,4965,301,4.5,4.5,1.29,12+,Games,40,5,5,1,56,0
10.42.0.211-23.206.173.182-55699-80-6,Vendée Globe 2016,253679616,42,0,2,0,2.1.9,4+,Sports,37,5,2,1,96,1
172.217.12.170-10.42.0.151-443-58006-6,Joe Danger,171192320,3748,176,4.5,4,1.2,9+,Games,38,5,8,1,53,0
172.217.10.78-10.42.0.211-443-47017-6,百度视频HD-高清电视剧、电影在线观看神器,105649152,1987,5,4,4.5,6.0.0,17+,Entertainment,24,5,1,1,57,0
10.42.0.211-54.192.38.236-33071-443-6,Fitness Point Pro,68373504,1685,112,4.5,4.5,6.6.2,9+,Health & Fitness,37,5,18,1,53,0
202.77.129.150-10.42.0.151-80-47510-6,Beat the Boss 2 (17+),205250560,17203,553,4.5,4.5,2.8.0,17+,Games,43,5,15,1,256,1
10.42.0.211-10.42.0.1-10082-53-17,iGun Pro HD - The Original Gun Application,69952512,22324,543,4.5,4.5,5.24,12+,Games,40,5,6,1,271,0
10.42.0.1-10.42.0.42-53-21899-17,Sky Gamblers: Storm Raiders,1820131328,18822,25,4.5,4,1.5.2,12+,Games,37,5,10,1,424,0
10.42.0.211-10.42.0.1-46207-53-17,METAL SLUG 1,59441152,540,240,4,4,1.1.1,9+,Games,43,5,2,1,924,0
172.217.12.174-10.42.0.151-443-36482-6,Asva The Monkey HD,44660067,80,35,4.5,4.5,1.1.2,4+,Games,43,5,1,1,298,1
10.42.0.211-10.42.0.1-37828-53-17,FINAL FANTASY IV,537749504,4558,225,4.5,4.5,1.4.4,9+,Games,40,5,12,1,136,0
172.217.12.170-10.42.0.42-443-45087-6,LINE PLAY - Your Avatar World,108691456,34677,313,4.5,4.5,4.9.6,4+,Social Networking,37,5,6,1,465,0
172.217.10.74-10.42.0.42-443-43965-6,Pou,40968192,3783,804,4.5,4,1.4.69,4+,Games,40,5,20,1,476,1
10.42.0.211-10.42.0.1-46653-53-17,Christmas Stories: Nutcracker Collector's Edition HD (Full),611252780,259,259,4.5,4.5,1.0.0,4+,Games,24,5,1,1,96,0
10.42.0.211-10.42.0.1-23721-53-17,aerofly FS - Flight Simulator,2251403264,1033,211,4.5,4.5,1.2.1,4+,Games,39,5,1,1,77,1
172.217.12.202-10.42.0.42-443-53691-6,Infect Them All 2 : Zombies,42951284,2630,1469,5,5,1.3,12+,Games,43,5,2,1,1204,0
183.79.250.123-10.42.0.151-443-44241-6,Injustice: Gods Among Us,1829599232,612532,410,4.5,4.5,2.15.1,12+,Games,39,5,13,1,2331,0
10.42.0.211-14.29.93.254-54274-80-6,我想有个家,123449344,115,1,4.5,4,1.2.2,4+,Games,43,5,1,1,805,0
180.163.251.231-10.42.0.211-80-33686-6,Dr. Panda Daycare,79133696,401,39,4,4.5,2.4,4+,Education,40,5,15,1,56,1
10.42.0.211-10.42.0.1-56741-53-17,InstaLogo Logo Creator - Graphic design maker,123656192,6263,172,4.5,4.5,3.1,4+,Business,37,5,28,1,96,1
172.217.10.10-10.42.0.211-443-38144-6,Ingress,126825472,2739,4,3.5,3.5,1.119.0,9+,Games,38,3,16,1,356,1
169.45.248.189-10.42.0.211-5222-52303-6,Sky Guide: View Stars Night or Day,175430656,22100,1939,5,5,6.2.2,4+,Reference,37,5,11,1,96,1
172.217.2.170-10.42.0.42-443-33884-6,"InstaSize: Photo Editor, Picture Effects & Collage",99624960,15605,1288,4,4.5,4.3.41,4+,Photo & Video,37,1,23,1,311,1
180.163.15.184-10.42.0.151-80-57105-6,SpongeBob Moves In,634097664,18758,44,4,4,4.37.7,4+,Games,40,4,9,1,80,0
192.229.173.136-10.42.0.151-443-41160-6,Minigore 2: Zombies,138681344,3164,107,4.5,4.5,2,17+,Games,37,5,1,1,72,0
172.217.1.174-10.42.0.42-443-49146-6,Incredipede,77213696,108,10,3,4,1.76,4+,Games,39,4,1,1,380,1
203.90.242.126-10.42.0.211-80-47662-6,Lumosity - Brain Training,214962176,96534,188,4.5,4.5,9.8,4+,Education,37,5,6,1,40,1
239.255.255.250-10.42.0.1-1900-55084-17,Checkout 51: Grocery Coupons & Cash Back Savings,18385920,4878,209,4,4.5,5.6,4+,Shopping,37,0,3,1,300,0
157.240.18.15-10.42.0.151-443-43858-6,"Retrica - Selfie Camera with Filter, Sticker & GIF",112688128,11021,9,4.5,4.5,4.1.1,4+,Photo & Video,37,0,16,1,3118,0
10.42.0.42-123.125.29.138-33192-80-6,TapeACall Pro - Call Recorder For Phone Calls,49825792,2951,505,4,5,3.4.7,4+,Business,11,0,32,1,1605,1
10.42.0.151-10.42.0.1-1910-53-17,Yahoo Mail - Keeps You Organized!,177899520,113709,18,4,4.5,4.16.1,4+,Productivity,37,5,45,1,96,1
172.217.10.46-10.42.0.42-443-33975-6,TeamSpeak 3,27543552,697,8,2.5,3,3.1.23,17+,Social Networking,38,1,4,1,73,0
172.217.3.100-10.42.0.151-80-39930-6,车轮查违章-2017全国车辆违章查询助手,69116928,129,2,4.5,4.5,6.3.2,4+,Travel,37,5,2,1,424,0
203.205.158.52-10.42.0.211-80-44064-6,Bridge Constructor Playground,82499584,1628,14,4.5,5,2,4+,Games,38,5,13,1,96,0
172.217.6.227-10.42.0.151-443-37469-6,Grand Theft Auto: Vice City,1161168896,20113,1153,4,4.5,1.6,17+,Games,43,3,8,1,106,0
192.229.163.180-10.42.0.211-443-41756-6,Fish Out Of Water!,72671232,11000,935,4.5,4.5,1.2.8,4+,Games,38,5,13,1,106,1
10.42.0.151-10.42.0.1-18588-53-17,Threema,24925184,196,2,4.5,4.5,2.10.0,4+,Social Networking,37,5,9,1,61,0
10.42.0.151-10.42.0.1-50013-53-17,MyScript Calculator - Handwriting calculator,21319680,16555,1776,4.5,4,1.3.2,4+,Productivity,38,5,11,1,96,1
10.42.0.211-10.42.0.1-18599-53-17,Wells Fargo for iPad,67862528,2207,20,2.5,1.5,2.95,4+,Finance,24,5,2,1,57,1
10.42.0.151-10.42.0.1-21161-53-17,SmartNews - Trending News & Stories,26681344,4645,28,4,4.5,4.1.10,17+,News,37,5,2,1,320,0
10.42.0.211-52.2.11.128-47674-443-6,"Alarm Clock Sleep Sounds Pro: Guided Meditation for Relaxation Cycle, Hypnosis and insomnia",89534464,235,121,4.5,4.5,2.1,4+,Health & Fitness,38,0,6,1,40,1
10.42.0.42-40.122.162.208-45554-443-6,Followers + EA - Analytics for Instagram,19306496,482,24,2.5,1,3.0.2,12+,Social Networking,25,3,29,1,1898,1
172.217.10.74-10.42.0.42-443-41528-6,通信量チェッカー,12864512,0,0,0,0,4.0.5,4+,Utilities,37,0,2,1,106,0
174.35.73.93-10.42.0.151-80-43961-6,Blitz Brigade: Multiplayer FPS shooter online!,1024388096,41266,153,4.5,3.5,2.9.1,17+,Games,38,5,11,1,57,1
172.217.10.238-10.42.0.211-80-48006-6,一起捕鱼 - 欢乐街机电玩城,110405632,0,0,0,0,3.9.0,12+,Games,40,0,1,1,249,0
10.42.0.1-10.42.0.42-53-38786-17,Megapolis,136165376,28902,92,4.5,4.5,3.70.20429,4+,Games,38,5,10,1,91,1
172.217.12.163-10.42.0.42-443-39002-6,The Silent Age,1522363392,16852,457,4.5,4.5,2.16,12+,Games,37,5,1,1,192,1
10.42.0.1-10.42.0.42-53-28934-17,VoiceTra(Voice Translator),14505984,0,0,0,0,5.5,4+,Travel,37,5,4,1,75,1
203.205.158.34-10.42.0.211-80-42988-6,Lep's World 3 Plus - the super best platformer games,70962176,4678,205,4.5,4,1.8.4,4+,Games,38,5,19,1,652,0
172.217.11.10-10.42.0.211-443-34550-6,Elmo Loves 123s,520400896,95,21,3.5,3.5,1.3.0,4+,Games,24,5,1,1,331,1
174.35.73.108-10.42.0.42-80-34826-6,地元の掲示板「ジモティー」地元でカンタン！フリマよりもお得！,108883968,0,0,0,0,3.0.0,4+,Shopping,37,0,1,1,272,0
175.100.207.231-10.42.0.151-80-43403-6,Athletics: Summer Sports (Full Version),85116928,365,3,4.5,4.5,1.6,4+,Games,37,5,1,1,142,1
182.22.31.124-10.42.0.151-80-53917-6,WWF Together,1272736768,1385,25,4.5,4.5,2.1.5,4+,Education,37,5,5,1,120,1
10.42.0.151-10.42.0.1-52689-53-17,Radio - USA,56379392,109,2,4,3,5.2.4,4+,Entertainment,37,5,15,1,1068,1
10.42.0.151-121.29.54.163-36790-80-6,Cliff Diving Champ,51728384,61,35,4.5,4.5,1.11,4+,Games,43,5,1,1,62,0
157.240.18.15-10.42.0.211-443-41637-6,"ElfYourself by Office Depot, Inc.",109844480,12177,184,4,3.5,5.2.0,4+,Entertainment,37,5,4,1,168,0
183.79.215.140-10.42.0.42-443-55912-6,今日头条(专业版) - 推荐热点新闻资讯、娱乐视频,108479488,128,0,4.5,0,6.1.4,17+,News,38,4,2,1,96,0
10.42.0.151-31.13.71.37-48352-443-6,TimeStamp Photo with GPS Address Location,671744,93,15,2.5,2.5,6.6,4+,Photo & Video,40,1,1,1,96,1
10.42.0.151-10.42.0.1-18587-53-17,Sonic Dash,186687488,418033,419,4.5,4.5,3.7.1,4+,Games,37,5,7,1,57,0
10.42.0.211-36.110.213.174-37924-443-6,"Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate",80175104,571,214,4.5,4.5,2,4+,Health & Fitness,38,0,1,1,96,0
10.42.0.151-10.42.0.1-23459-53-17,"SeatGeek – Tickets to Sports, Concerts & Broadway",68196352,6088,196,4.5,5,4.6.0,4+,Entertainment,37,5,1,1,1003,1
10.42.0.211-72.21.206.53-52547-443-6,Rocket Video for Google Cast and Chromecast to TV,48523264,4806,153,5,4.5,3.2,17+,Productivity,38,4,5,1,57,1
10.42.0.1-10.42.0.42-53-33109-17,途家-全球公寓民宿预订平台,76228608,17,2,4.5,5,5.32,12+,Travel,37,0,1,1,192,0
175.100.207.233-10.42.0.42-80-54212-6,AVP: Evolution,875347968,4996,732,4.5,4.5,3,12+,Games,38,5,8,1,57,1
10.42.0.211-31.13.71.52-55712-80-6,Deer Hunter Classic,185881600,179111,167,4.5,4.5,3.4.0,17+,Games,38,5,12,1,265,0
